2023-05-18_22:00:00.60, 0.0, 0.0, 38.0
2023-05-18_22:00:01.060, -0.006560675237461027, 0.008436633493844235, 37
2023-05-18_22:00:02.060, 0.0070160693855161604, 0.0106207196125226, 36
2023-05-18_22:00:03.060, 0.00358601247509149, -0.00930079247048428, 40
2023-05-18_22:00:04.060, 0.013144650591765793, 0.0062021931555037435, 40
2023-05-18_22:00:05.060, -0.017508580035824246, -0.004880472659955002, 35
2023-05-18_22:00:06.060, 0.0007445889015841832, 0.016872435994245826, 39
2023-05-18_22:00:07.060, -0.0134944713999412, -0.01525121768259902, 37
2023-05-18_22:00:08.060, -0.0007586664653392999, 0.002629147213470861, 39
2023-05-18_22:00:09.060, -0.01947170403097456, -0.019649197965005204, 36
2023-05-18_22:00:10.060, 0.0157686986915461, 0.014056266694654495, 39
2023-05-18_22:00:11.060, 0.006460574403754835, 0.00821283588751693, 35
2023-05-18_22:00:12.060, 0.011890947444101057, 0.012915708869492466, 37
2023-05-18_22:00:13.060, 0.014491381115982773, 0.007452845766337181, 35
2023-05-18_22:00:14.060, -0.009399007877549064, -0.006379718043674218, 40
2023-05-18_22:00:15.060, -0.012266271512111673, -0.0021783725295740283, 39
2023-05-18_22:00:16.060, 0.016973620847531536, 0.008549389315693406, 38
2023-05-18_22:00:17.060, -0.01046013012275746, -0.006789310712743619, 37
2023-05-18_22:00:18.060, -0.013779445248945352, -0.005400518450443266, 37
2023-05-18_22:00:19.060, 0.011658522394111175, 0.006268659817931451, 35
2023-05-18_22:00:20.060, 0.012939657487327231, 0.007468216195961209, 40
2023-05-18_22:00:21.060, -0.004364949104430315, 0.005519321641169528, 40
2023-05-18_22:00:22.060, 0.003957851654640129, 0.003479436890781465, 37
2023-05-18_22:00:23.060, 0.0003719836605468006, -0.016905748131506748, 40
2023-05-18_22:00:24.060, -0.01000220008573967, 0.0147622996920902, 37
2023-05-18_22:00:25.060, -0.003161956301744845, 0.016322367598249777, 37
2023-05-18_22:00:26.060, -0.010975246271546136, -0.002678107965601983, 37
2023-05-18_22:00:27.060, 0.004002959545298432, 0.0068841896317289285, 37
2023-05-18_22:00:28.060, -0.009132106599286396, 0.016163976087644232, 39
2023-05-18_22:00:29.060, -0.00865899927418822, 0.018680615916602642, 37
2023-05-18_22:00:30.060, 0.009795926137519225, -0.0035757762557747687, 40
2023-05-18_22:00:31.060, 0.01927665069708218, 0.016369153317757786, 37
2023-05-18_22:00:32.060, -0.010473260380594667, -0.018532906972155407, 36
2023-05-18_22:00:33.060, 0.004695270226119673, 0.019325404184664958, 36
2023-05-18_22:00:34.060, 0.004047848378363597, 0.015373205363587949, 39
2023-05-18_22:00:35.060, -0.018186109086880373, -0.0038242528753983096, 36
2023-05-18_22:00:36.060, -0.006923645808079809, 0.0161341472659066, 40
2023-05-18_22:00:37.060, 0.004955484555518367, 0.017008579212540276, 37
2023-05-18_22:00:38.060, 0.006845694151384779, -0.013682650565866981, 35
2023-05-18_22:00:39.060, 0.015425358225783527, 0.008117608179322389, 38
2023-05-18_22:00:40.060, 0.01036480400102965, -0.011603567275720775, 40
2023-05-18_22:00:41.060, 0.003448968867804176, 0.004514962993931629, 38
2023-05-18_22:00:42.060, -0.008875439767553598, 0.010471884685743942, 36
2023-05-18_22:00:43.060, 0.01355827295641195, 0.017423990546635317, 37
2023-05-18_22:00:44.060, 0.01991870471614821, -0.006581235033481892, 40
2023-05-18_22:00:45.060, -0.014544847858447216, 0.019352543758702514, 35
2023-05-18_22:00:46.060, 0.0040777321225713425, -0.01581952212167608, 35
2023-05-18_22:00:47.060, -0.011606516089917656, 0.019140172476168237, 35
2023-05-18_22:00:48.060, -0.0023778056015081733, 0.00490324178779181, 37
2023-05-18_22:00:49.060, -0.016388206112543872, -0.005795621830195117, 37
2023-05-18_22:00:50.060, -0.004535073378623404, 0.0062220273916980505, 36
2023-05-18_22:00:51.060, 0.013033766916306495, 0.009408865568944519, 38
2023-05-18_22:00:52.060, -0.014214386094137743, 0.005654093794836813, 40
2023-05-18_22:00:53.060, 0.003626747488912941, -0.01723141492743549, 40
2023-05-18_22:00:54.060, 0.0012650673576967246, -0.018626647211953475, 35
2023-05-18_22:00:55.060, 0.011330559101802164, -0.01843886742630131, 40
2023-05-18_22:00:56.060, -0.0014366997803359621, -0.005528725157229278, 40
2023-05-18_22:00:57.060, 0.00621631107243565, -0.012482942281220676, 38
2023-05-18_22:00:58.060, -0.007165356599045922, -0.006998430051259432, 37
2023-05-18_22:00:59.060, -0.0016416830936967323, -0.017447498980406227, 37
2023-05-18_22:01:00.060, 0.017478277950479158, -0.006322697339222026, 40
2023-05-18_22:01:01.060, 0.0005762732082424983, -0.00608541857195787, 39
2023-05-18_22:01:02.060, 0.007934393351644791, 0.002374480543530698, 37
2023-05-18_22:01:03.060, 0.014304174286952766, -0.001757919725714624, 40
2023-05-18_22:01:04.060, 0.018255165431331568, 0.0011049787501248957, 36
2023-05-18_22:01:05.060, -0.015967650939830713, -0.014514324427345291, 37
2023-05-18_22:01:06.060, 0.002401086549321082, 0.019441579172969587, 35
2023-05-18_22:01:07.060, 0.006836816967551545, 0.00013469097234945077, 36
2023-05-18_22:01:08.060, 0.005546535957810489, -0.008555636089172092, 36
2023-05-18_22:01:09.060, 0.018622121386811654, -0.015941362640912848, 35
2023-05-18_22:01:10.060, 0.010883133596742235, 0.0015401226267171345, 40
2023-05-18_22:01:11.060, -0.010376590708228361, 0.0037529411371208833, 37
2023-05-18_22:01:12.060, -0.001328598977386606, 0.0071347251468207515, 35
2023-05-18_22:01:13.060, -0.00440844551378985, 0.0072241812813677, 37
2023-05-18_22:01:14.060, 0.010418341750548062, -0.012862493657566008, 39
2023-05-18_22:01:15.060, 0.01722058929912749, 0.013669440571303395, 40
2023-05-18_22:01:16.060, 0.01297404271713751, -0.015047438275435563, 39
2023-05-18_22:01:17.060, -0.00015802813726746578, -0.01742107346774395, 39
2023-05-18_22:01:18.060, 0.00640376485871327, 5.988614820997065e-05, 39
2023-05-18_22:01:19.060, 0.014670387385864524, -0.014739671742863059, 38
